user_id,movie_id,rating,svd_score,item_cf_score
455,77,4.0,3.558835983276367,3.5618930277976966
712,1091,3.0,3.7519538402557373,3.8208853084048164
748,647,3.0,3.782339096069336,3.796234600744076
313,230,3.0,3.1933088302612305,3.627846165987234
77,636,2.0,3.892070770263672,3.7425018873479843
474,276,5.0,3.659289836883545,4.123558911756207
373,386,3.0,3.644482135772705,3.719941524333009
312,519,5.0,4.5153584480285645,4.458919945037192
919,1086,4.0,3.515942335128784,3.6363519932154023
698,205,4.0,2.990527391433716,2.824484949032315
629,187,5.0,4.365498065948486,4.222598846127982
868,234,4.0,2.202993631362915,3.0019226803820853
899,934,3.0,3.5461952686309814,3.511878157093233
847,240,1.0,2.848701238632202,3.059120728008901
59,742,3.0,4.101576805114746,3.9219594676222576
634,547,4.0,3.2768611907958984,3.369922929079302
516,431,3.0,4.130095958709717,4.138352842315464
357,273,5.0,4.366630554199219,4.1898261754729225
883,1448,5.0,3.9023282527923584,4.017734302786115
533,195,4.0,2.9186174869537354,3.506640394522276
666,204,3.0,3.0654051303863525,3.6974403103412516
387,569,2.0,3.165156126022339,3.3903628021322687
716,235,2.0,2.9176700115203857,3.8489564120848283
503,182,3.0,4.216898441314697,4.1765611954020985
328,810,3.0,3.446361780166626,3.4331188095861767
26,1015,3.0,2.9641144275665283,2.8435072695155457
533,845,4.0,3.2701833248138428,3.459284902187712
611,324,3.0,3.975735902786255,4.069190927404412
303,26,4.0,3.4028546810150146,3.7357323628320867
327,219,4.0,3.1230461597442627,3.292029791912794
301,1016,4.0,3.438328981399536,3.5558982066963822
577,28,5.0,3.7592685222625732,3.9005964269342837
749,628,4.0,3.7997162342071533,3.7249680390558724
727,1446,3.0,3.1030027866363525,3.0532707596918423
589,288,5.0,3.8049323558807373,3.50565881918952
399,395,3.0,2.733380079269409,2.893856979108066
766,568,2.0,3.3529038429260254,3.3604227697472524
235,100,4.0,4.020772933959961,3.963239119529054
861,83,5.0,4.1207146644592285,4.127318417532108
648,428,2.0,3.2402806282043457,3.48624026116963
938,289,1.0,3.2649412155151367,3.3878206390525394
593,278,3.0,3.611454725265503,3.5712791027335307
837,111,4.0,3.1863605976104736,3.0017150117103575
916,271,3.0,2.8742284774780273,3.3531727910567812
410,269,5.0,3.229043483734131,3.166905435004075
634,1142,3.0,3.3795347213745117,3.574115277114539
721,175,5.0,3.342190742492676,3.7595867531553564
381,473,5.0,3.8508872985839844,3.99456446760297
120,125,4.0,3.3390777111053467,3.4238367108204675
848,647,5.0,4.2352070808410645,4.356110884780954
854,121,1.0,2.9073855876922607,3.280864072630382
896,190,5.0,3.4451797008514404,3.2400655298451255
539,610,4.0,4.153994560241699,4.180529805134471
268,11,4.0,3.5847880840301514,3.1309389388404405
185,50,4.0,4.0712971687316895,4.058855898942325
747,844,4.0,4.215634822845459,4.194424318947907
526,298,4.0,3.090160846710205,3.160171105052821
667,182,5.0,3.8844549655914307,4.004583832354761
717,125,4.0,3.9321959018707275,3.731308767090679
49,919,5.0,3.0735976696014404,2.9538112587181367
592,1281,3.0,3.8180506229400635,4.081621479881528
330,195,3.0,4.372206687927246,4.5509830494200765
189,381,3.0,3.9176244735717773,4.0364279319230745
83,845,3.0,3.49862003326416,3.461562601854085
904,762,2.0,3.8096671104431152,3.7970371783713346
705,97,3.0,3.778468370437622,3.7079223210226635
846,1210,2.0,3.657432794570923,3.738593568099296
851,1059,3.0,3.287320375442505,3.6553713470478644
764,9,4.0,3.570239543914795,3.6897131353288923
868,214,3.0,2.793834924697876,3.0220317444032245
886,172,5.0,3.713527202606201,3.49820286381379
823,68,3.0,4.10922908782959,4.002626288257151
449,276,5.0,4.04399299621582,3.7581663469080873
59,106,4.0,3.8441081047058105,3.9120036335453237
634,1197,4.0,3.3619167804718018,3.5313146888843936
10,700,4.0,4.1960225105285645,4.190022222499515
543,737,3.0,3.4479610919952393,3.5781194579845
905,1051,2.0,3.2324106693267822,3.1867164063497646
450,1115,4.0,3.895474433898926,4.024958975932194
463,740,4.0,3.075685501098633,3.1920526149048998
463,1033,2.0,2.8296773433685303,2.851703112418032
429,1109,2.0,3.418164014816284,3.5435984481086322
406,234,4.0,3.9186108112335205,3.563936564286799
318,414,4.0,3.7150704860687256,3.836352777413349
560,1333,3.0,3.4330015182495117,3.7312628919263866
429,559,3.0,3.7773642539978027,3.465184349740863
327,268,4.0,3.2466139793395996,3.2785400841632204
427,990,5.0,4.454128265380859,4.394685348814415
483,230,5.0,3.1587791442871094,3.0053021033172964
911,428,4.0,3.8548171520233154,3.862224849562233
405,1590,1.0,1.7904953956604004,1.2255438784715855
227,741,3.0,3.4889168739318848,3.5817640388778553
870,284,2.0,3.2963857650756836,3.5519483420152116
493,262,3.0,4.012118816375732,3.8627261309805263
320,11,4.0,3.967625856399536,3.828044786337978
161,654,3.0,2.5171754360198975,2.498699339890682
128,1063,2.0,3.717564344406128,3.7970912079387706
698,50,5.0,3.150777578353882,2.90291180035972
125,1,4.0,3.037304401397705,3.69076444342776
555,1054,3.0,4.054593086242676,3.9881842965317245
509,309,2.0,2.518524169921875,2.6917742407456204
2,290,3.0,3.757352590560913,3.898177790784165
679,69,4.0,3.6712582111358643,3.5908463840914706
880,931,3.0,3.392045497894287,3.444814507816453
83,28,4.0,3.9698472023010254,3.5989934699307944
880,780,3.0,3.0757367610931396,3.4035967318588654
446,300,3.0,2.810974597930908,2.8521616202846496
171,346,4.0,3.5589873790740967,3.555817323174055
6,463,4.0,3.5818827152252197,3.7542488921340778
772,272,5.0,4.074160575866699,3.9909997621519344
631,288,3.0,3.175231456756592,3.2488233870557246
293,419,3.0,3.554090976715088,3.1440977952919087
305,59,3.0,3.6435952186584473,3.4821111337359247
563,233,4.0,3.6068999767303467,3.859435743848047
348,411,4.0,3.8675761222839355,3.867009736067854
524,301,4.0,3.4376165866851807,3.574637425279355
693,855,2.0,3.238771438598633,3.2647305251066463
682,202,4.0,3.928330659866333,3.30622811456128
427,989,5.0,4.442584991455078,4.3500236652516024
326,397,3.0,3.376199960708618,3.2787313147920454
350,429,4.0,4.312140941619873,4.313322099159554
437,466,2.0,3.625593423843384,3.5580050910217405
291,572,3.0,3.622372627258301,3.7348742869553755
660,797,2.0,2.479505777359009,2.554525018356822
132,251,4.0,3.73911190032959,3.7073711670078113
177,12,5.0,3.938856363296509,3.776797367511416
42,469,4.0,3.6300418376922607,3.855696566447485
883,435,4.0,4.051692962646484,3.915543356366116
843,528,3.0,2.875939130783081,2.801721615069645
544,312,2.0,2.8014166355133057,2.9582034690531023
935,313,5.0,3.9359915256500244,3.8613453320111306
329,1011,3.0,3.418623447418213,3.382968260590396
908,56,4.0,3.6579642295837402,3.5773568273599627
627,318,5.0,3.430936336517334,3.3636047626716863
417,118,4.0,3.4927358627319336,3.329720300798937
622,64,5.0,3.5499308109283447,3.6112341342452794
532,915,4.0,4.24597692489624,4.215231926609958
293,133,3.0,3.4802727699279785,3.2401466514443626
577,55,3.0,3.7178235054016113,3.881732333251511
303,1511,3.0,3.377192258834839,3.424552109848763
425,362,3.0,2.9117393493652344,3.0184482923896088
896,1183,2.0,2.7027034759521484,3.126957697983678
85,380,4.0,3.257817029953003,3.538474450184394
589,333,5.0,3.5620744228363037,3.5584684665111426
556,209,5.0,4.112560749053955,4.346614552440274
689,109,5.0,3.8983616828918457,3.8672937056159724
345,333,3.0,3.475145101547241,3.6985690746182174
806,121,4.0,4.067770481109619,3.733713149673388
391,222,2.0,3.5506606101989746,3.7412692994795678
754,117,4.0,3.5349318981170654,3.544267938195878
452,197,5.0,3.192729949951172,3.58963632281307
758,43,3.0,3.9635026454925537,3.834271995494959
663,1324,3.0,3.503746509552002,3.554465577292933
533,4,3.0,3.3598792552948,3.466482506027268
470,137,3.0,3.7403509616851807,3.692861167034246
402,7,4.0,3.39298677444458,3.857639309130636
411,527,4.0,3.9331471920013428,3.833513709972214
487,404,4.0,3.6972973346710205,3.7516994963935573
26,222,3.0,3.1614818572998047,3.0125592855837016
379,554,4.0,3.879842758178711,3.9391328567844432
151,173,5.0,4.201543807983398,4.013343762832248
222,49,3.0,2.9941327571868896,3.136318490397324
496,155,1.0,2.602379322052002,2.9030765841445976
200,141,4.0,3.9820659160614014,4.178766858796027
726,1028,2.0,3.0832977294921875,3.112939747107473
314,218,4.0,3.7681260108947754,3.771238879252462
64,2,3.0,3.6060874462127686,3.6611200083604754
270,25,5.0,4.377264022827148,4.269303674551575
19,325,4.0,3.583658218383789,3.5015093773570483
406,367,4.0,3.3939032554626465,3.5467258626677967
532,938,3.0,4.0369744300842285,4.052047557014
26,249,2.0,2.9632813930511475,2.998427679188546
578,294,3.0,2.417691707611084,2.5925382195664657
283,412,5.0,3.9608988761901855,4.160813471899667
13,909,5.0,3.106991767883301,3.1579313432040714
195,373,3.0,3.2485854625701904,3.132177164116907
100,344,4.0,3.1676857471466064,3.3414969299013157
279,405,3.0,3.6592190265655518,3.371841690812035
62,286,3.0,3.1824707984924316,3.495984875540984
90,739,5.0,4.390401840209961,4.312951390022471
665,33,2.0,3.4943032264709473,3.472130651764871
531,1316,4.0,2.996140956878662,4.095163746472737
109,797,3.0,3.3747339248657227,3.5198833239226324
385,191,2.0,3.519024133682251,3.2617606412957594
207,631,2.0,3.1529006958007812,3.285269932344323
782,1609,1.0,2.9310142993927,2.7116959084139753
537,70,4.0,2.8843889236450195,3.002831369204724
552,932,3.0,3.0857839584350586,3.053282997051027
62,14,4.0,3.301270008087158,3.5728216894549543
11,399,3.0,3.5224215984344482,3.4614188477486967
339,276,4.0,4.032993793487549,4.094379827220893
255,569,1.0,2.4845433235168457,2.7093001206368283
336,13,3.0,2.3568670749664307,3.2675393884047543
633,651,3.0,3.373652696609497,3.340842446047274
160,117,4.0,4.0318450927734375,3.9422366852080355
316,180,4.0,3.165715217590332,3.46689654661684
416,301,5.0,3.7727370262145996,3.9198507604550246
754,292,3.0,3.5417816638946533,3.4750551836928465
488,845,3.0,3.482084274291992,3.4294638444171257
380,1404,2.0,3.1869616508483887,3.3423204724571334
188,118,3.0,3.51941180229187,3.8438575798418744
394,578,2.0,3.595127582550049,3.801959157174582
152,241,4.0,4.245140075683594,4.388541151439585
929,172,4.0,3.82163667678833,3.7699436679342715
387,192,5.0,3.3329622745513916,3.5491946358494877
833,1210,1.0,3.13584041595459,2.888235655114768
116,343,2.0,2.8375444412231445,3.0984629689665524
504,623,3.0,3.6451642513275146,3.625691655962527
447,27,3.0,3.6328115463256836,3.5545400635533877
654,258,4.0,3.4243416786193848,3.74466544917374
653,521,4.0,2.6913037300109863,2.8727714205388883
385,474,5.0,3.8506851196289062,3.343748115723809
815,524,4.0,3.786362886428833,3.8561350746608003
520,690,5.0,3.3177731037139893,3.6253903839891275
868,158,1.0,2.886312484741211,2.8409460486753275
645,59,5.0,4.145928382873535,4.161126906784434
798,993,3.0,3.269721269607544,3.416038681648128
449,285,5.0,3.873621940612793,3.936538518373614
193,508,4.0,3.1848549842834473,3.3286016232445768
771,768,4.0,3.594109535217285,3.6284273899532
176,293,5.0,3.8395230770111084,3.799125846041831
585,923,5.0,3.630016326904297,3.7471343334199108
396,323,4.0,3.293776512145996,3.438166782884895
328,736,3.0,3.52742862701416,3.5685333855876156
385,874,3.0,3.2940988540649414,3.388563074502429
617,134,3.0,2.987992525100708,2.7624415596914402
653,211,1.0,2.893998861312866,2.844031320813122
184,529,4.0,3.8129308223724365,3.7621592719620396
763,879,3.0,3.759007453918457,3.7963438504320135
638,29,2.0,3.467437982559204,3.6546042222029627
54,340,4.0,3.9405412673950195,3.9362684954892253
22,154,4.0,3.095240831375122,3.612765906770642
591,508,4.0,3.752091407775879,3.7385731809804232
846,396,5.0,3.981691360473633,3.8242352609254024
393,1244,3.0,3.249166488647461,3.3581529288206795
577,739,3.0,3.723601818084717,3.859996385946261
515,1430,3.0,2.9968738555908203,3.155264095297629
406,357,4.0,3.8077759742736816,3.6169469010672204
666,111,3.0,3.699777841567993,3.6309982247414747
883,922,5.0,3.94317364692688,3.943490918304932
345,12,5.0,4.386203765869141,3.799450652433369
6,519,5.0,3.897732734680176,3.8546765092855892
561,64,3.0,3.2061197757720947,3.0612918703532297
883,732,3.0,3.590165138244629,3.8432853299704757
567,527,3.0,3.61688494682312,3.872199040219028
617,567,2.0,2.3797292709350586,2.4679797919023154
85,482,4.0,3.8890464305877686,3.6381057256962244
164,333,5.0,4.364307880401611,4.175683878304992
40,303,4.0,2.839322805404663,2.9042293379322763
937,137,3.0,3.359572410583496,3.460431388904919
405,656,1.0,1.849190592765808,2.060614090095945
456,238,4.0,3.7562220096588135,3.4486467159830574
655,912,3.0,2.903067111968994,2.9105887471561545
223,620,2.0,2.954594612121582,3.0083738207615296
560,845,3.0,3.4010238647460938,3.465913130550073
337,222,5.0,4.292822360992432,3.922285097410965
461,255,2.0,2.8531503677368164,3.0394349515371837
344,313,3.0,3.7552437782287598,3.689497304913928
878,474,5.0,3.4400737285614014,3.3767426206099356
892,229,3.0,4.0007758140563965,3.9882211959782454
601,178,4.0,3.1667490005493164,3.2807072888632476
734,294,1.0,3.6087658405303955,3.587869368362693
641,203,4.0,4.352055072784424,4.263033110569544
334,1198,3.0,3.537404775619507,3.699954055890903
72,476,4.0,4.097543716430664,3.8182988076626923
255,860,2.0,2.5034232139587402,2.856293430636287
429,288,3.0,3.3124818801879883,3.5186351307352193
645,513,5.0,4.234408378601074,4.20114742786412
342,724,1.0,3.398888111114502,3.48620172278138
344,562,2.0,3.4674620628356934,3.6649468812652555
230,51,4.0,3.9009499549865723,3.8783242779020277
405,1274,1.0,1.7955361604690552,1.9556830723848473
541,622,3.0,3.5582127571105957,3.7657120979607983
790,226,3.0,3.386033535003662,3.1529643622853394
456,959,4.0,3.4475204944610596,3.443196578425964
281,301,3.0,3.1848623752593994,3.3005292560672945
551,447,5.0,3.7773725986480713,4.035616087324854
833,1353,3.0,3.1085848808288574,3.5564874556148105
442,68,3.0,3.1416072845458984,3.171934822354014
468,275,4.0,4.094066619873047,4.0415014449994775
846,565,2.0,3.732445240020752,3.7594981482206893
159,286,1.0,3.3316457271575928,3.546442063073405
856,307,4.0,3.2883434295654297,3.2895848939158303
325,517,4.0,3.7948262691497803,3.598188592308019
363,443,4.0,3.0565743446350098,3.082591650912762
693,127,4.0,3.444301128387451,3.194473971261381
502,261,2.0,3.1866061687469482,3.335113631484309
542,90,4.0,3.205456495285034,3.4571597151933515
682,683,2.0,3.2557804584503174,3.272873177631027
833,435,2.0,2.9775969982147217,3.180311804931899
405,1078,1.0,1.8615655899047852,2.1730330840574412
138,602,4.0,4.343388557434082,4.392798430164415
858,9,5.0,3.4980485439300537,3.4294275955666365
797,948,1.0,2.9511728286743164,2.999580914703837
503,385,1.0,4.018046855926514,4.18926203602926
643,154,4.0,4.032375812530518,3.8273381787014067
886,1048,4.0,3.2318825721740723,3.4821898827089295
774,82,2.0,2.3436410427093506,2.161006021640962
82,9,4.0,2.63637638092041,3.214309891192099
328,689,5.0,3.362999200820923,3.4925514180858417
721,199,4.0,3.558037757873535,3.794372503241644
267,475,5.0,4.59035062789917,4.101402026887961
327,89,4.0,3.2975239753723145,3.3490295787065474
651,268,2.0,3.590447425842285,3.743494456665864
378,300,4.0,3.387087821960449,3.5268855025159236
99,402,4.0,3.5624876022338867,3.6967480203665133
486,281,3.0,3.087890386581421,3.1407472554508287
843,441,2.0,2.624325752258301,2.769715259810369
56,1092,3.0,3.6838207244873047,3.6869864816627236
892,661,5.0,4.425293922424316,4.193348687321367
201,679,3.0,2.6730947494506836,3.0496481234298045
916,70,4.0,3.519557476043701,3.4524369412268787
679,751,5.0,3.5044779777526855,3.6044011762354753
859,475,4.0,3.962332248687744,3.9190596973339686
7,480,4.0,3.730618953704834,4.136359509971193
690,80,3.0,3.1820507049560547,3.189097207208429
250,153,2.0,3.751199245452881,3.948990381646617
728,100,5.0,3.677957534790039,3.5599655984286414
269,715,4.0,3.101243019104004,2.9925004986417036
588,552,1.0,3.8951666355133057,3.772022965390593
151,792,4.0,3.8600924015045166,4.053013598986486
188,218,5.0,3.881586790084839,3.867506170372278
903,708,4.0,3.8959145545959473,4.112870515855855
178,480,3.0,3.5056064128875732,3.862976492022694
554,15,4.0,3.7282660007476807,3.6338471164059096
773,145,3.0,3.002777338027954,3.245440991981964
293,188,3.0,3.4463882446289062,3.165610556373375
249,408,5.0,4.1884331703186035,4.213332629749541
35,328,3.0,3.086132049560547,3.0553761001978845
64,284,4.0,3.342111587524414,3.6731048949272256
1,233,2.0,3.9435665607452393,3.7497147649751237
763,96,2.0,4.05181360244751,3.850354334036453
545,182,3.0,3.69488525390625,3.6489364051356823
153,568,4.0,2.7636375427246094,2.8167593741908843
59,582,4.0,4.332878112792969,4.101558551324853
870,302,4.0,3.5786285400390625,3.607569183177178
339,188,4.0,4.198627471923828,4.070691293360655
536,493,4.0,3.9682445526123047,4.015414786106081
518,1114,2.0,3.594803810119629,3.6313524340715793
698,294,4.0,2.6581461429595947,2.907534843398051
1,159,3.0,3.5485122203826904,3.7691756017452582
524,1074,2.0,3.8391058444976807,3.506338399452684
125,478,4.0,3.500866413116455,3.7887804103705993
28,117,4.0,3.9214916229248047,3.8057983107898146
805,554,1.0,3.643796920776367,3.2658159787295498
303,574,1.0,3.133802652359009,3.511596056455217
913,83,4.0,3.568760633468628,3.621295710982348
823,1070,4.0,3.8942015171051025,4.17495151369427
140,258,3.0,3.4122917652130127,3.500637518846497
904,9,4.0,3.7387218475341797,3.7777245056789974
378,241,4.0,3.64933443069458,3.5427346056478775
549,181,4.0,3.601954460144043,3.6833451463575755
60,609,3.0,4.003596782684326,4.065781228789512
387,93,5.0,3.7760608196258545,3.5131524261833285
771,216,5.0,3.356546401977539,3.553796693502576
94,94,2.0,2.885786294937134,3.577850182602309
328,692,4.0,3.73215389251709,3.5447129946963294
561,273,5.0,2.622532367706299,3.016352115289244
405,1055,3.0,1.8232041597366333,2.1692709056643533
152,411,4.0,4.221261978149414,4.29418175763877
276,1074,3.0,3.332721710205078,3.6307535972278386
829,529,4.0,3.514070749282837,3.639095115101563
864,11,5.0,3.4058759212493896,3.9325047227902936
537,273,3.0,3.103954792022705,2.9124546560667985
42,403,3.0,3.5368998050689697,3.912298764163997
498,423,3.0,3.1604764461517334,3.307949750145206
13,50,5.0,3.136101484298706,3.417271569143786
757,576,3.0,3.2227654457092285,3.379649125528584
305,143,3.0,3.36104416847229,3.3661856762411904
507,345,5.0,4.783319473266602,4.625508537687587
798,746,4.0,3.2286243438720703,3.3669387305549603
450,483,3.0,4.002567291259766,4.051378376902943
435,413,2.0,3.1550490856170654,3.271384017837704
542,775,2.0,3.453446626663208,3.405299179807105
663,763,5.0,3.901043653488159,3.5690964844868884
234,502,4.0,3.210322141647339,3.2334605606106814
588,423,3.0,3.601278066635132,3.849286591209006
256,181,4.0,3.6325626373291016,4.1039791917388095
387,210,4.0,3.311227321624756,3.4564286831333217
771,496,5.0,3.572632312774658,3.5334148916370722
661,298,3.0,3.8485989570617676,4.107737907519629
145,685,4.0,3.3987324237823486,3.5610661043119562
839,1,4.0,3.2378947734832764,3.3224953781526465
566,89,4.0,3.5979554653167725,3.4798920392747696
312,100,4.0,4.468406677246094,4.3377669820625036
249,114,5.0,4.049067974090576,4.206229087974667
450,588,4.0,4.030227184295654,3.960475823608044
497,183,4.0,3.6162054538726807,3.3447612067594497
110,808,2.0,3.1150214672088623,3.1469826054274606
817,328,4.0,3.4602432250976562,3.407953897052777
255,826,1.0,2.5520777702331543,2.5317886342356997
932,613,4.0,4.1508097648620605,4.222595383373697
224,239,4.0,3.0954272747039795,3.2201630779279977
880,55,3.0,3.4560160636901855,3.6506541958399223
234,241,2.0,2.998995542526245,3.1545943491097983
889,944,3.0,3.362023115158081,3.4342382872178594
97,28,5.0,4.065787315368652,4.187295644751518
417,373,3.0,3.175265073776245,3.2274706765761643
119,12,3.0,4.361818790435791,4.01986257046427
805,1065,5.0,3.6151676177978516,3.555470983995985
393,67,3.0,3.1113312244415283,3.319273036811543
524,32,4.0,3.7211029529571533,3.6165661215889195
163,234,3.0,3.2813477516174316,3.3679343672415523
774,217,2.0,2.2183117866516113,2.115695107139723
746,128,3.0,3.5817952156066895,3.5087751486891148
6,64,4.0,4.045474529266357,3.6919408582588122
682,241,4.0,3.148289680480957,3.3065213255665045
304,111,3.0,3.447740077972412,3.692041553847786
283,1009,3.0,4.176758289337158,4.242724500247388
536,181,5.0,4.584771156311035,3.9566719356059994
942,234,4.0,4.111542224884033,4.387380601260998
878,949,3.0,2.964646816253662,3.241838048658883
94,172,4.0,3.13120698928833,3.716328805947314
638,172,4.0,4.0804057121276855,3.713646589782825
153,323,2.0,2.5425286293029785,2.530003008509912
445,744,2.0,1.9396170377731323,1.9829691384571497
178,298,2.0,3.9932961463928223,3.737033208863385
18,153,4.0,3.927133083343506,3.8815074064797557
303,1224,2.0,3.3685414791107178,3.2606275772347826
840,183,5.0,4.345213890075684,4.122122222761868
766,175,3.0,3.445284128189087,3.4524243595059003
425,2,2.0,2.981623649597168,3.1157332330830854
663,876,3.0,3.402261972427368,3.458719858398616
918,89,5.0,2.9383976459503174,3.25171741308692
286,53,2.0,4.333109378814697,3.6968227210644775
194,739,3.0,2.7171032428741455,2.9299037933893377
484,625,4.0,3.9439733028411865,4.049854534683551
877,451,4.0,3.8344860076904297,3.735317465409336
21,596,3.0,2.768437385559082,2.8809752428473603
894,1010,4.0,3.5013318061828613,3.678373768507838
741,732,4.0,3.318770408630371,3.395734801680376
896,96,5.0,3.436673402786255,3.1930662483771832
708,846,2.0,3.204416513442993,3.419365612956907
682,797,2.0,3.0853912830352783,3.1848945036356713
174,14,5.0,3.9563238620758057,4.079009271026124
279,25,5.0,3.407644033432007,3.3650257871818923
230,204,4.0,3.5756819248199463,3.8776023708694964
606,393,4.0,3.5075671672821045,4.031859275970969
715,216,4.0,3.6352603435516357,3.547781789053947
537,495,2.0,2.7247314453125,3.0715928244932376
64,433,2.0,3.371530055999756,3.728167659310728
18,494,3.0,3.86295223236084,3.9300160514198845
796,236,4.0,3.1249501705169678,3.6246121960079
505,210,4.0,3.7643320560455322,3.5207827526745192
144,298,3.0,3.5882833003997803,3.641044196910776
942,484,5.0,4.340291500091553,4.408303823424043
430,222,4.0,3.279775381088257,3.533467722626527
103,234,3.0,3.7150959968566895,3.7149696698867247
798,204,4.0,3.5449564456939697,3.3950191342879807
846,431,5.0,3.6508255004882812,3.8614978385159153
880,172,5.0,4.237395286560059,3.651367620912012
747,705,5.0,4.270363807678223,4.257682122402303
826,1110,4.0,3.790858030319214,3.8541526553082246
765,286,5.0,4.189610004425049,4.023808566101242
454,487,4.0,3.0455567836761475,3.0401900002676316
639,427,4.0,3.2470703125,2.9844495415642602
234,228,3.0,3.3891446590423584,3.133200625891201
617,606,3.0,2.5561487674713135,2.8817743815171926
231,289,4.0,3.725919723510742,3.6261865054477918
805,65,3.0,3.3754429817199707,3.388488243815623
848,1065,2.0,4.3301286697387695,4.372579399933626
836,170,5.0,4.069957733154297,4.242643642868387
311,750,5.0,3.721736192703247,3.9196081126308977
625,166,3.0,3.4000983238220215,3.4896697400313177
269,170,2.0,3.240363836288452,3.2754942603193515
499,198,5.0,3.9791786670684814,3.8869355482070365
394,73,3.0,4.189913749694824,3.87610806316781
727,328,4.0,2.8015122413635254,3.124201309722344
498,187,4.0,3.8010528087615967,3.3640960967627405
87,144,4.0,3.9644486904144287,3.9663087028994353
327,265,2.0,3.440598249435425,3.314322298383893
314,1210,4.0,3.5276718139648438,3.73516396839438
747,180,5.0,4.723214626312256,4.233369216822305
795,1110,3.0,3.2542808055877686,3.2117610775995753
405,642,1.0,1.962175726890564,2.170353740653164
18,965,4.0,3.8666257858276367,3.8645031553841984
600,720,3.0,3.3902482986450195,3.5975262512948603
894,1007,3.0,3.7000439167022705,3.687797282376085
758,31,3.0,3.909463882446289,3.923947782799869
357,123,4.0,4.152867794036865,4.163999116125044
401,451,2.0,3.727562189102173,3.182228596819534
417,135,3.0,3.1202034950256348,3.4445818839693647
20,50,3.0,3.387845754623413,3.1833784299904955
345,51,5.0,3.589573383331299,3.6940999309480658
532,1136,2.0,4.155116081237793,4.29641678085989
458,190,4.0,4.112267971038818,3.8132655931708466
292,190,5.0,4.352612018585205,4.363641004166196
87,62,5.0,3.75126051902771,3.9230998660796534
318,49,3.0,3.7175872325897217,3.7079704828618363
726,763,2.0,3.0806074142456055,3.065088235324877
484,82,4.0,4.315191268920898,4.090892793632328
99,274,1.0,3.615098714828491,3.6146595490807676
174,151,3.0,3.2228338718414307,3.719603839313012
828,1597,3.0,2.9699862003326416,3.0186732450260094
647,29,4.0,3.765399932861328,3.8759177528550457
437,1211,4.0,3.732874631881714,3.520556563156584
62,283,4.0,3.4682369232177734,3.518269306517607
727,775,4.0,2.9224493503570557,3.069333513155527
389,526,3.0,3.9524099826812744,3.844111339288818
848,655,4.0,4.331366062164307,4.333883624074188
111,301,4.0,3.4147443771362305,3.6354910787939017
592,631,3.0,4.216676235198975,4.224068373482585
295,86,5.0,4.102014064788818,4.337430524669571
405,143,5.0,1.8947042226791382,2.2830975067025827
314,196,3.0,3.6506941318511963,3.8148606796919515
325,93,4.0,3.2760517597198486,3.4391363392216703
279,1093,4.0,3.019526720046997,3.375584524825134
7,174,5.0,3.9177591800689697,4.076698763456283
562,197,4.0,3.754481077194214,3.6133750628733377
342,301,5.0,2.758418321609497,3.4231396377918157
